"","Code","Abudefduf_bengalensis","Acanthistius_ocellatus","Acanthopagrus_australis","Acanthurus_dussumieri","Achoerodus_viridis","Aetobatus_narinari","Aluterus_monoceros","Anampses_caeruleopunctatus","Aplodactylus_lophodon","Apogon_limenus","Atypichthys_strigatus","Aulostomus_chinensis","Austrolabrus_maculatus","Bodianus_frenchii","Bodianus_perditio","Brachaelurus_waddi","Canthigaster_callisterna","Carcharias_taurus","Centropogon_australis","Centropyge_tibicen","Chaetodon_flavirostris","Chaetodon_guentheri","Chelmonops_truncatus","Choerodon_venustus","Chromis_hypsilepis","Chrysophrys_auratus","Coris_dorsomacula","Coris_picta","Dasyatis_brevicaudata","Dinolestes_lewini","Echeneis_naucrates","Enoplosus_armatus","Epinephelus_daemelii","Epinephelus_fasciatus","Epinephelus_undulatostriatus","Eubalichthys_mosaicus","Eupetrichthys_angustipes","Glaucosoma_scapulare","Goniistius_vestitus","Gymnothorax_prasinus","Gymnothorax_prionodon","Gymnothorax_thyrsoidea","Heniochus_acuminatus","Heterodontus_galeatus","Hypoplectrodes_maccullochi","Kyphosus_sydneyanus","Labroides_dimidiatus","Lethrinus_nebulosus","Lotella_rhacina","Lutjanus_adetii","Lutjanus_fulviflamma","Lutjanus_russellii","Mecaenichthys_immaculatus","Meuschenia_flavolineata","Meuschenia_freycineti","Meuschenia_trachylepis","Morwong_fuscus","Mulloidichthys_vanicolensis","Myliobatis_australis","Nelusetta_ayraud","Nemadactylus_douglasii","Notolabrus_gymnogenis","Ophthalmolepis_lineolata","Orectolobus_halei","Orectolobus_maculatus","Paracaesio_xanthura","Parapercis_ramsayi","Parapercis_stricticeps","Parma_unifasciata","Parupeneus_multifasciatus","Parupeneus_spilurus","Pempheris_affinis","Pempheris_compressa","Pictilabrus_laticlavius","Platax_teira","Plectorhinchus_flavomaculatus","Prionurus_maculatus","Prionurus_microlepidotus","Pseudocaranx_dentex","Pseudolabrus_guentheri","Pseudolabrus_luculentus","Pterocaesio_digramma","Rhabdosargus_sarba","Sarda_australis","Schuettea_scalaripinnis","Scorpaena_cardinalis","Scorpis_lineolata","Seriola_dumerili","Seriola_hippos","Seriola_lalandi","Seriola_rivoliana","Siganus_fuscescens","Stethojulis_interrupta","Sufflamen_chrysopterum","Synodus_jaculum","Thalassoma_lunare","Thalassoma_lutescens","Trachinops_taeniatus","Trachurus_novaezelandiae","Trygonorrhina_fasciata","Upeneichthys_lineatus","Anampses_neoguinaicus","Atractoscion_atelodus","Caranx_melampygus","Caranx_sexfasciatus","Chromis_weberi","Cirrhilabrus_punctatus","Cirrhitichthys_aprinus","Coris_aygula","Dasyatis_thetidis","Dicotylichthys_punctulatus","Epinephelus_cyanopodus","Girella_elevata","Gnathanodon_speciosus","Halichoeres_nebulosus","Meuschenia_scaber","Microcanthus_strigatus","Paraplesiops_bleekeri","Plagiotremus_tapeinosoma","Pomacentrus_coelestis","Rachycentron_canadum","Seriolina_nigrofasciata","Trachypoma_macracanthus","Zanclus_cornutus"
"80","40AcresN_2013",NA,4,0,NA,1,NA,NA,0,NA,0,0,NA,0,0,3,0,0,0,0,NA,1,0,0,3,0,9,0,3,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,NA,2,0,0,NA,NA,0,0,3,0,NA,0,0,0,NA,0,0,0,5,2,3,2,0,0,0,6,0,1,0,1,NA,NA,NA,0,2,6,0,0,1,0,5,0,3,56,0,3,0,0,0,NA,NA,0,3,5,20,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","40AcresN_2014",NA,0,0,NA,0,NA,NA,0,NA,0,23,NA,0,0,0,1,0,1,0,NA,0,5,0,2,7,14,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,NA,0,0,0,NA,NA,0,0,1,0,NA,0,0,0,NA,0,0,1,0,1,2,0,0,0,0,3,0,1,0,0,NA,NA,NA,0,52,4,1,0,0,0,0,0,0,72,1,1,0,0,0,NA,NA,0,3,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","40AcresN_2015",NA,1,0,NA,0,NA,NA,1,NA,0,30,NA,0,0,0,0,0,0,0,NA,0,0,0,1,3,15,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,NA,3,0,1,NA,NA,0,0,1,0,NA,0,0,0,NA,0,0,0,2,1,2,1,1,0,0,8,0,2,3,1,NA,NA,NA,0,41,0,2,0,0,0,0,0,1,19,5,1,2,0,0,NA,NA,0,6,5,5,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","40AcresN_2018",NA,2,0,NA,1,NA,NA,0,NA,0,0,NA,0,0,1,0,0,0,0,NA,0,0,0,3,3,5,0,4,0,0,0,0,0,0,1,2,0,2,0,3,0,0,0,NA,5,0,0,NA,NA,0,0,0,0,NA,0,0,1,NA,0,0,1,4,5,3,0,14,0,1,9,0,3,0,0,NA,NA,NA,0,25,0,2,1,20,0,0,0,2,37,0,1,2,0,0,NA,NA,0,3,1,10,0,NA,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","40AcresW_2002",NA,1,0,NA,0,NA,NA,1,NA,0,0,NA,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,NA,3,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,3,3,1,0,0,0,1,4,0,2,0,0,NA,NA,NA,0,41,0,1,0,0,0,0,0,5,53,0,1,0,2,0,NA,NA,0,2,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","40AcresW_2003",NA,1,0,NA,0,NA,NA,0,NA,0,0,NA,0,0,1,0,0,0,0,NA,0,0,0,1,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,3,0,0,NA,NA,0,0,0,0,NA,0,1,0,NA,0,0,2,3,4,1,2,0,0,0,3,0,1,0,0,NA,NA,NA,0,5,0,2,0,0,0,0,0,5,15,0,0,0,0,0,NA,NA,0,0,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","40AcresW_2004",NA,3,0,NA,0,NA,NA,0,NA,0,0,NA,3,0,0,3,0,0,0,NA,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,NA,4,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,6,4,0,1,0,0,0,7,0,2,0,0,NA,NA,NA,0,8,0,1,0,0,0,0,0,6,111,0,0,0,0,0,NA,NA,0,0,2,10,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","40AcresW_2005",NA,0,0,NA,0,NA,NA,0,NA,0,40,NA,2,0,0,0,0,0,0,NA,0,0,0,0,0,21,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,NA,6,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,3,3,1,0,0,0,2,4,0,0,0,0,NA,NA,NA,0,5,1,0,0,0,0,0,0,4,13,0,1,0,11,1,NA,NA,0,1,0,25,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","40AcresW_2006",NA,1,0,NA,0,NA,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,NA,0,0,0,1,0,15,0,4,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,NA,7,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,1,3,3,1,0,0,0,0,6,0,1,0,0,NA,NA,NA,0,39,0,0,0,0,0,0,0,4,54,0,0,0,3,0,NA,NA,0,2,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","40AcresW_2007",NA,0,0,NA,1,NA,NA,0,NA,0,0,NA,0,0,0,2,0,0,0,NA,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,3,0,0,NA,NA,0,0,0,0,NA,0,0,1,NA,0,0,0,3,4,3,0,0,0,2,3,0,1,0,0,NA,NA,NA,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","40AcresW_2008",NA,3,25,NA,1,NA,NA,0,NA,0,30,NA,0,0,0,1,1,0,0,NA,0,0,0,2,0,9,1,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,NA,2,1,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,1,3,3,2,2,0,0,1,5,0,2,1,0,NA,NA,NA,0,51,15,1,0,0,0,0,100,4,41,0,6,1,0,0,NA,NA,0,2,2,10,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","40AcresW_2009",NA,1,4,NA,2,NA,NA,0,NA,0,0,NA,0,0,0,2,1,0,0,NA,0,0,0,1,0,24,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,4,0,0,NA,NA,0,0,0,0,NA,0,0,1,NA,0,0,1,4,7,2,1,0,0,0,6,0,3,2,0,NA,NA,NA,0,1,1,0,0,0,1,0,0,8,109,0,2,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","40AcresW_2010",NA,1,0,NA,0,NA,NA,0,NA,0,3,NA,0,0,0,2,0,1,0,NA,0,2,0,1,0,14,1,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,NA,1,0,0,NA,NA,0,0,0,1,NA,0,0,1,NA,2,0,0,3,3,1,1,0,0,0,9,0,4,0,0,NA,NA,NA,0,61,14,0,0,0,0,0,0,4,70,0,5,0,0,0,NA,NA,0,0,4,8,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"93","40AcresW_2011",NA,1,41,NA,2,NA,NA,0,NA,0,0,NA,0,0,2,3,0,0,0,NA,0,0,0,1,0,6,1,6,0,0,0,2,2,0,0,0,0,1,0,4,0,0,0,NA,4,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,1,4,4,1,1,0,1,1,6,0,1,0,1,NA,NA,NA,0,52,0,2,0,0,15,0,23,6,135,0,2,0,0,3,NA,NA,0,4,3,25,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","40AcresW_2013",NA,2,2,NA,0,NA,NA,0,NA,0,0,NA,0,0,0,1,0,0,0,NA,0,0,0,2,0,8,1,5,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,NA,2,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,2,3,4,2,1,0,0,1,4,0,5,0,0,NA,NA,NA,0,2,0,2,0,0,2,0,0,2,3,0,4,0,0,0,NA,NA,0,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","40AcresW_2014",NA,1,0,NA,2,NA,NA,0,NA,0,5,NA,0,0,1,1,0,0,0,NA,0,1,0,2,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,NA,4,0,2,NA,NA,0,0,1,0,NA,0,0,0,NA,0,0,0,3,1,4,0,0,0,0,6,0,2,4,0,NA,NA,NA,0,45,0,0,2,0,0,0,0,3,202,1,33,0,0,0,NA,NA,0,5,2,28,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"96","40AcresW_2015",NA,5,0,NA,0,NA,NA,3,NA,0,48,NA,0,0,0,1,0,0,0,NA,0,1,0,1,0,8,2,3,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,NA,5,0,2,NA,NA,0,0,1,0,NA,0,0,2,NA,0,0,1,4,0,3,1,0,0,1,7,0,0,1,0,NA,NA,NA,0,2,0,4,2,0,0,0,20,3,57,4,2,0,0,0,NA,NA,0,6,2,70,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,14,0,0,0,0
"97","40AcresW_2018",NA,0,0,NA,4,NA,NA,0,NA,0,23,NA,0,0,0,1,1,0,0,NA,0,0,0,2,0,4,0,4,1,0,0,2,0,0,0,0,0,4,0,1,0,0,0,NA,3,0,1,NA,NA,0,0,0,0,NA,0,0,1,NA,0,0,0,2,4,3,0,0,0,0,6,1,4,2,1,NA,NA,NA,0,2,7,2,0,0,0,0,0,3,4,0,10,0,0,0,NA,NA,0,3,2,155,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"98","Bullocky_2002",NA,1,6,NA,1,NA,NA,0,NA,0,80,NA,0,1,0,0,0,0,0,NA,0,2,0,0,0,3,0,7,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,NA,2,0,0,NA,NA,0,0,0,1,NA,0,0,0,NA,0,0,0,4,1,1,0,0,0,0,4,0,1,1,4,NA,NA,NA,0,55,0,1,0,0,12,0,20,4,11,0,0,0,0,1,NA,NA,0,2,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0
"99","Bullocky_2003",NA,2,2,NA,0,NA,NA,1,NA,0,7,NA,0,0,0,0,0,0,0,NA,1,13,0,0,0,4,0,14,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,NA,2,0,0,NA,NA,0,0,0,0,NA,0,0,1,NA,0,0,0,4,4,1,0,0,0,0,4,0,5,0,0,NA,NA,NA,0,0,0,1,0,0,14,0,0,4,8,0,0,0,0,0,NA,NA,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","Bullocky_2004",NA,0,10,NA,0,NA,NA,0,NA,0,2,NA,0,0,0,0,1,1,0,NA,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,2,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,2,6,1,0,0,0,0,8,0,3,0,0,NA,NA,NA,0,0,12,0,0,0,6,0,0,6,4,0,0,0,0,0,NA,NA,0,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","Bullocky_2005",NA,3,4,NA,1,NA,NA,0,NA,0,75,NA,0,0,0,0,0,0,0,NA,0,0,0,0,3,4,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,NA,4,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,4,4,0,0,0,0,0,4,0,1,0,0,NA,NA,NA,0,0,8,0,0,0,7,0,0,5,27,0,0,0,0,0,NA,NA,0,0,0,0,30,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"102","Bullocky_2006",NA,1,2,NA,0,NA,NA,0,NA,0,45,NA,0,0,0,1,1,0,0,NA,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,NA,3,0,0,NA,NA,0,0,1,0,NA,0,0,0,NA,0,1,0,6,5,0,0,0,0,0,10,0,0,0,0,NA,NA,NA,0,0,11,1,0,0,12,0,130,6,5,0,0,0,0,1,NA,NA,0,0,4,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","Bullocky_2007",NA,1,1,NA,1,NA,NA,0,NA,0,193,NA,0,0,0,0,0,0,1,NA,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,0,0,NA,NA,0,0,1,0,NA,0,0,0,NA,0,0,0,5,7,0,0,0,0,0,9,0,2,0,0,NA,NA,NA,0,0,61,0,0,0,11,0,0,4,3,0,0,3,0,1,NA,NA,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","Bullocky_2008",NA,3,2,NA,1,NA,NA,0,NA,0,75,NA,0,0,0,0,0,0,0,NA,0,1,0,0,0,3,0,18,0,0,0,0,0,1,0,0,0,3,0,4,0,0,0,NA,5,0,0,NA,NA,0,0,1,0,NA,0,0,2,NA,1,0,0,4,7,0,0,0,0,0,7,0,4,0,0,NA,NA,NA,0,0,9,1,0,0,19,0,25,10,97,0,0,0,0,0,NA,NA,0,3,2,0,10,NA,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","Bullocky_2009",NA,2,7,NA,0,NA,NA,0,NA,0,35,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,NA,3,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,3,11,0,0,0,0,0,6,0,5,0,0,NA,NA,NA,0,1,9,0,0,0,3,0,0,11,39,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","Bullocky_2010",NA,2,13,NA,1,NA,NA,0,NA,0,170,NA,0,1,0,0,1,1,0,NA,0,0,0,1,0,2,0,7,0,1,0,0,0,2,0,0,0,0,0,2,0,0,2,NA,2,0,0,NA,NA,0,0,2,0,NA,0,0,0,NA,0,0,0,5,8,0,0,0,0,0,11,0,1,0,0,NA,NA,NA,0,2,24,0,0,0,24,0,1,10,3,0,0,0,0,0,NA,NA,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","Bullocky_2011",NA,2,15,NA,2,NA,NA,0,NA,0,0,NA,0,0,0,0,1,0,0,NA,0,0,1,0,2,6,1,8,1,0,0,0,0,2,0,2,0,0,0,4,0,0,1,NA,3,0,0,NA,NA,0,0,1,0,NA,0,0,0,NA,0,0,0,3,8,0,0,0,0,0,7,0,3,0,0,NA,NA,NA,0,1,3,0,0,0,17,0,0,7,1,0,0,0,0,1,NA,NA,0,0,0,0,8,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","Bullocky_2013",NA,4,22,NA,0,NA,NA,0,NA,0,5,NA,0,0,0,0,0,1,0,NA,0,2,0,0,1,3,0,3,0,0,0,1,0,0,0,1,0,0,0,7,0,2,0,NA,4,0,1,NA,NA,1,0,0,0,NA,0,0,1,NA,0,0,0,3,7,1,0,0,0,2,5,0,1,0,0,NA,NA,NA,0,3,3,0,0,0,4,0,0,11,29,0,0,0,0,0,NA,NA,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","Bullocky_2014",NA,2,3,NA,1,NA,NA,0,NA,0,127,NA,0,0,0,0,0,0,0,NA,0,0,0,0,1,11,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,NA,NA,1,0,3,0,NA,0,0,0,NA,0,0,1,4,3,0,0,0,0,0,3,0,2,0,0,NA,NA,NA,0,0,1,1,0,0,9,0,0,3,27,0,0,0,0,0,NA,NA,0,0,0,0,8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","Bullocky_2015",NA,1,1,NA,1,NA,NA,0,NA,0,136,NA,0,0,0,0,0,0,0,NA,1,6,0,0,0,13,0,5,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,NA,2,0,0,NA,NA,2,1,1,0,NA,0,0,0,NA,0,0,1,5,2,0,0,0,0,0,13,0,1,0,0,NA,NA,NA,0,0,4,1,0,0,15,0,0,6,24,0,0,0,0,0,NA,NA,0,2,1,0,11,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"111","Bullocky_2018",NA,1,6,NA,2,NA,NA,0,NA,0,13,NA,3,0,0,0,0,0,0,NA,0,8,0,0,0,10,0,8,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,1,0,1,NA,NA,0,0,6,0,NA,0,0,0,NA,0,0,0,5,13,0,0,0,0,0,9,0,5,0,0,NA,NA,NA,0,1,3,1,1,0,17,0,0,4,0,0,0,1,0,4,NA,NA,0,3,2,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","Groper_2002",NA,4,0,NA,0,NA,NA,0,NA,0,25,NA,0,0,0,2,0,1,0,NA,0,0,0,3,0,1,0,4,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,NA,5,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,4,7,3,0,0,0,0,8,0,0,0,0,NA,NA,NA,0,3,0,6,0,0,0,0,0,4,40,0,0,0,0,0,NA,NA,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","Groper_2003",NA,3,0,NA,0,NA,NA,0,NA,0,0,NA,1,0,0,2,0,0,0,NA,0,0,0,1,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,NA,9,0,0,NA,NA,0,0,0,0,NA,0,1,0,NA,0,0,0,2,7,3,0,0,0,0,9,0,0,0,0,NA,NA,NA,0,0,0,5,0,0,0,0,0,7,16,0,1,0,0,0,NA,NA,0,0,1,10,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","Groper_2004",NA,1,0,NA,1,NA,NA,0,NA,0,0,NA,6,0,0,0,0,0,0,NA,0,0,0,1,0,7,0,7,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,NA,9,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,1,0,0,5,7,1,0,0,0,0,5,0,6,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,NA,NA,0,5,1,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","Groper_2005",NA,1,0,NA,0,NA,NA,0,NA,0,49,NA,0,0,0,1,0,0,0,NA,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,3,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,1,3,4,2,0,0,0,1,5,0,1,0,0,NA,NA,NA,0,5,10,1,0,0,0,0,0,5,9,0,0,0,0,0,NA,NA,0,0,0,6,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","Groper_2006",NA,2,0,NA,4,NA,NA,0,NA,0,24,NA,0,0,0,3,0,0,0,NA,0,0,0,0,5,7,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,5,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,3,4,3,1,0,0,1,9,0,0,0,0,NA,NA,NA,0,1,2,2,0,0,0,0,0,8,120,0,0,1,0,0,NA,NA,0,4,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","Groper_2007",NA,1,0,NA,0,NA,NA,0,NA,0,130,NA,0,0,0,1,0,1,0,NA,0,0,0,0,2,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,4,5,5,1,0,0,0,3,0,1,0,2,NA,NA,NA,0,25,2,0,0,0,0,0,0,0,121,0,0,1,0,0,NA,NA,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","Groper_2008",NA,1,0,NA,1,NA,NA,0,NA,0,1,NA,0,0,0,1,0,0,0,NA,0,0,0,0,3,9,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,6,0,0,NA,NA,0,0,0,0,NA,0,1,0,NA,0,0,1,3,7,1,3,2,0,0,6,0,1,1,0,NA,NA,NA,0,9,5,1,0,0,0,0,0,9,105,0,0,0,0,0,NA,NA,0,2,1,0,0,NA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","Groper_2009",NA,2,0,NA,1,NA,NA,0,NA,0,1,NA,0,0,0,1,0,0,0,NA,0,0,0,0,12,16,0,2,0,0,1,4,0,0,0,0,0,0,0,5,0,0,0,NA,4,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,2,0,2,6,12,0,1,0,0,0,9,0,4,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,10,25,0,0,1,0,0,NA,NA,0,0,0,20,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","Groper_2010",NA,0,0,NA,1,NA,NA,0,NA,0,19,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,9,9,8,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,NA,3,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,5,6,0,2,0,0,1,7,0,2,0,0,NA,NA,NA,2,0,3,1,0,0,0,0,0,16,1,0,1,0,0,0,NA,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","Groper_2011",NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,0,0,0,2,0,0,0,NA,0,0,0,1,2,6,1,11,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,NA,2,0,0,NA,NA,0,0,0,0,NA,1,0,0,NA,1,0,0,4,4,5,1,0,0,0,9,0,4,0,0,NA,NA,NA,0,15,3,2,1,0,0,0,0,13,100,0,0,0,0,0,NA,NA,0,4,1,20,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"122","Groper_2013",NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,2,0,0,1,0,0,0,NA,0,0,0,1,5,7,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,NA,6,0,0,NA,NA,0,0,0,0,NA,0,0,1,NA,0,0,0,5,10,1,5,0,0,1,5,0,2,3,0,NA,NA,NA,0,7,6,3,0,0,0,0,0,7,58,0,0,0,0,0,NA,NA,0,1,2,20,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"123","Groper_2014",NA,1,0,NA,1,NA,NA,0,NA,0,80,NA,0,0,1,1,0,1,0,NA,0,0,0,0,21,22,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,3,0,2,NA,NA,0,0,0,0,NA,0,0,0,NA,1,0,1,4,5,5,1,0,0,0,4,0,1,0,0,NA,NA,NA,0,10,3,2,0,0,0,0,0,3,5,0,0,15,0,0,NA,NA,0,3,1,8,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","Groper_2015",NA,0,0,NA,1,NA,NA,2,NA,0,82,NA,1,0,0,1,0,0,0,NA,0,1,0,2,30,23,2,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,NA,2,0,4,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,4,4,2,1,6,0,0,5,0,1,0,0,NA,NA,NA,0,2,4,3,0,0,1,0,0,5,21,0,0,9,0,0,NA,NA,0,7,1,8,1,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","Groper_2018",NA,2,0,NA,0,NA,NA,0,NA,1,0,NA,2,0,1,1,0,0,0,NA,0,5,0,0,1,3,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,NA,4,0,1,NA,NA,0,0,0,0,NA,0,0,0,NA,1,0,0,7,7,2,0,0,0,0,11,1,5,0,0,NA,NA,NA,0,1,0,4,1,0,0,0,0,7,21,0,0,0,0,4,NA,NA,0,5,3,1,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
